"PASSENGERS","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_COUNTRY","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME",
1547.00,16149,"YOW","CA",11278,"DCA","Washington, DC",
1547.00,10517,"BCN","ES",13930,"ORD","Chicago, IL",
1547.00,12266,"IAH","US",13269,"MGA","Managua, Nicaragua",
1547.00,12892,"LAX","US",11172,"CTU","Chengdu, China",
1547.00,11874,"GDL","MX",12478,"JFK","New York, NY",
1548.00,10397,"ATL","US",11534,"ELH","North Eleuthera, The Bahamas",
1548.00,13180,"MBJ","JM",11433,"DTW","Detroit, MI",
1548.00,16271,"YYZ","CA",13342,"MKE","Milwaukee, WI",
1548.00,10911,"CCS","VE",13303,"MIA","Miami, FL",
1548.00,13204,"MCO","US",14677,"SAL","San Salvador, El Salvador",
1548.00,13930,"ORD","US",11874,"GDL","Guadalajara, Mexico",
1549.00,10721,"BOS","US",14012,"PAP","Port-au-Prince, Haiti",
1549.00,12164,"HMO","MX",14107,"PHX","Phoenix, AZ",
1549.00,11298,"DFW","US",11874,"GDL","Guadalajara, Mexico",
1549.00,12892,"LAX","US",16304,"ZIH","Ixtapa/Zihuatanejo, Mexico",
1549.00,16217,"YUL","CA",11697,"FLL","Fort Lauderdale, FL",
1550.00,10994,"CHS","US",12972,"LHR","London, United Kingdom",
1550.00,10423,"AUS","US",11032,"CUN","Cancun, Mexico",
1550.00,10638,"BJX","MX",14831,"SJC","San Jose, CA",
1551.00,13943,"ORY","FR",14771,"SFO","San Francisco, CA",
1551.00,13303,"MIA","US",14065,"PEI","Pereira, Colombia",
1551.00,13943,"ORY","FR",14771,"SFO","San Francisco, CA",
1552.00,11292,"DEN","US",16257,"YYC","Calgary, Canada",
1553.00,14683,"SAT","US",13252,"MEX","Mexico City, Mexico",
1553.00,14677,"SAL","SV",12478,"JFK","New York, NY",
1554.00,11618,"EWR","US",16163,"YQB","Quebec, Canada",
1554.00,14771,"SFO","US",15127,"TAO","Qingdao, China",
1554.00,13930,"ORD","US",13744,"NRT","Tokyo, Japan",
1555.00,12143,"HKG","HK",14955,"SPN","Saipan, TT",
1555.00,13605,"NAS","BS",12266,"IAH","Houston, TX",
1555.00,14312,"PVR","MX",14908,"SNA","Santa Ana, CA",
1556.00,10397,"ATL","US",11534,"ELH","North Eleuthera, The Bahamas",
1556.00,11298,"DFW","US",13799,"OAX","Oaxaca, Mexico",
1556.00,16229,"YVR","CA",11298,"DFW","Dallas/Fort Worth, TX",
1556.00,14869,"SLC","US",14312,"PVR","Puerto Vallarta, Mexico",
1556.00,14107,"PHX","US",11874,"GDL","Guadalajara, Mexico",
1556.00,13204,"MCO","US",14286,"PTY","Panama City, Panama",
1557.00,12266,"IAH","US",14677,"SAL","San Salvador, El Salvador",
1558.00,14262,"PSP","US",16229,"YVR","Vancouver, Canada",
1558.00,12478,"JFK","US",11172,"CTU","Chengdu, China",
1558.00,14100,"PHL","US",14153,"PLS","Providenciales, Turks and Caicos Islands",
1559.00,14496,"REC","BR",13303,"MIA","Miami, FL",
1559.00,16232,"YWG","CA",13930,"ORD","Chicago, IL",
1560.00,11618,"EWR","US",15718,"WAW","Warsaw, Poland",
1560.00,13514,"MTY","MX",12266,"IAH","Houston, TX",
1560.00,13204,"MCO","US",11874,"GDL","Guadalajara, Mexico",
1560.00,16217,"YUL","CA",11292,"DEN","Denver, CO",
1560.00,14307,"PVD","US",11435,"DUB","Dublin, Ireland",
1561.00,13306,"MID","MX",13303,"MIA","Miami, FL",
1561.00,16149,"YOW","CA",13204,"MCO","Orlando, FL",
1561.00,14677,"SAL","SV",12478,"JFK","New York, NY",
1561.00,12478,"JFK","US",11444,"DUS","Dusseldorf, Germany",
1561.00,11915,"GIG","BR",12478,"JFK","New York, NY",
1562.00,11697,"FLL","US",12693,"KIN","Kingston, Jamaica",
1562.00,13204,"MCO","US",14286,"PTY","Panama City, Panama",
1563.00,13303,"MIA","US",14677,"SAL","San Salvador, El Salvador",
1563.00,12693,"KIN","JM",13204,"MCO","Orlando, FL",
1563.00,12892,"LAX","US",13952,"OSL","Oslo, Norway",
1563.00,16271,"YYZ","CA",11057,"CLT","Charlotte, NC",
1564.00,16229,"YVR","CA",14893,"SMF","Sacramento, CA",
1564.00,15304,"TPA","US",16321,"ZRH","Zurich, Switzerland",
1564.00,13930,"ORD","US",10920,"CDG","Paris, France",
1564.00,11618,"EWR","US",16085,"YHZ","Halifax, Canada",
1564.00,12478,"JFK","US",14677,"SAL","San Salvador, El Salvador",
1564.00,13303,"MIA","US",16271,"YYZ","Toronto, Canada",
1564.00,13560,"MXP","IT",14771,"SFO","San Francisco, CA",
1564.00,11907,"GGT","BS",10397,"ATL","Atlanta, GA",
1564.00,13514,"MTY","MX",12478,"JFK","New York, NY",
1565.00,13370,"MLM","MX",11298,"DFW","Dallas/Fort Worth, TX",
1565.00,14869,"SLC","US",16229,"YVR","Vancouver, Canada",
1565.00,10482,"GYD","AZ",12478,"JFK","New York, NY",
1565.00,12472,"JED","SA",12264,"IAD","Washington, DC",
1565.00,11618,"EWR","US",16149,"YOW","Ottawa, Canada",
1565.00,11697,"FLL","US",10448,"AXM","Armenia, Colombia",
1565.00,13605,"NAS","BS",14100,"PHL","Philadelphia, PA",
1566.00,15317,"TRC","MX",11298,"DFW","Dallas/Fort Worth, TX",
1566.00,15174,"TER","PT",10721,"BOS","Boston, MA",
1566.00,12478,"JFK","US",11915,"GIG","Rio de Janeiro, Brazil",
1567.00,12478,"JFK","US",11030,"CKG","Chongqing, China",
1567.00,14771,"SFO","US",16042,"YEG","Edmonton, Canada",
1568.00,14312,"PVR","MX",14747,"SEA","Seattle, WA",
1568.00,14677,"SAL","SV",12892,"LAX","Los Angeles, CA",
1568.00,13243,"MEL","AU",12478,"JFK","New York, NY",
1568.00,12892,"LAX","US",10210,"AGU","Aguascalientes, Mexico",
1568.00,11697,"FLL","US",14924,"SNU","Santa Clara, Cuba",
1569.00,12889,"LAS","US",13744,"NRT","Tokyo, Japan",
1569.00,12651,"KEF","IS",15304,"TPA","Tampa, FL",
1569.00,14893,"SMF","US",16229,"YVR","Vancouver, Canada",
1569.00,16085,"YHZ","CA",11618,"EWR","Newark, NJ",
1569.00,14747,"SEA","US",14312,"PVR","Puerto Vallarta, Mexico",
1569.00,16042,"YEG","CA",14771,"SFO","San Francisco, CA",
1570.00,13930,"ORD","US",12010,"GUA","Guatemala City, Guatemala",
1570.00,12164,"HMO","MX",14107,"PHX","Phoenix, AZ",
1570.00,15113,"SZX","CN",14747,"SEA","Seattle, WA",
1570.00,11172,"CTU","CN",12892,"LAX","Los Angeles, CA",
1571.00,11278,"DCA","US",16149,"YOW","Ottawa, Canada",
1571.00,10423,"AUS","US",11032,"CUN","Cancun, Mexico",
1572.00,13514,"MTY","MX",11433,"DTW","Detroit, MI",
1572.00,13692,"NKG","CN",12892,"LAX","Los Angeles, CA",
1572.00,11298,"DFW","US",16271,"YYZ","Toronto, Canada",
1572.00,15718,"WAW","PL",11618,"EWR","Newark, NJ",
1572.00,11888,"GEO","GY",13303,"MIA","Miami, FL",
1572.00,13156,"MAD","ES",12892,"LAX","Los Angeles, CA",
1573.00,12892,"LAX","US",11030,"CKG","Chongqing, China",
1573.00,16163,"YQB","CA",11618,"EWR","Newark, NJ",
1574.00,11433,"DTW","US",16271,"YYZ","Toronto, Canada",
1574.00,13303,"MIA","US",14496,"REC","Recife, Brazil",
1575.00,15317,"TRC","MX",11298,"DFW","Dallas/Fort Worth, TX",
1575.00,10911,"CCS","VE",13303,"MIA","Miami, FL",
1575.00,13204,"MCO","US",10357,"ARN","Stockholm, Sweden",
1575.00,11278,"DCA","US",16149,"YOW","Ottawa, Canada",
1575.00,12892,"LAX","US",11172,"CTU","Chengdu, China",
1576.00,13289,"MHH","BS",10397,"ATL","Atlanta, GA",
1576.00,11874,"GDL","MX",13930,"ORD","Chicago, IL",
1576.00,11868,"GCM","KY",15304,"TPA","Tampa, FL",
1576.00,13204,"MCO","US",12693,"KIN","Kingston, Jamaica",
1576.00,14677,"SAL","SV",13204,"MCO","Orlando, FL",
1576.00,11032,"CUN","MX",12892,"LAX","Los Angeles, CA",
1577.00,11298,"DFW","US",11874,"GDL","Guadalajara, Mexico",
1577.00,11868,"GCM","KY",15304,"TPA","Tampa, FL",
1577.00,10292,"AMS","NL",14761,"SFB","Sanford, FL",
1578.00,13204,"MCO","US",11874,"GDL","Guadalajara, Mexico",
1579.00,14843,"SJU","US",16271,"YYZ","Toronto, Canada",
1579.00,10638,"BJX","MX",10397,"ATL","Atlanta, GA",
1579.00,11697,"FLL","US",12051,"GYE","Guayaquil, Ecuador",
1579.00,12478,"JFK","US",11185,"CUR","Willemstad, Curacao",
1579.00,10638,"BJX","MX",14893,"SMF","Sacramento, CA",
1580.00,12266,"IAH","US",16271,"YYZ","Toronto, Canada",
1580.00,12264,"IAD","US",16217,"YUL","Montreal, Canada",
1580.00,11697,"FLL","US",16271,"YYZ","Toronto, Canada",
1580.00,16321,"ZRH","CH",15304,"TPA","Tampa, FL",
1580.00,16149,"YOW","CA",11278,"DCA","Washington, DC",
1580.00,14681,"SAP","HN",12266,"IAH","Houston, TX",
1580.00,13204,"MCO","US",16085,"YHZ","Halifax, Canada",
1581.00,12266,"IAH","US",12010,"GUA","Guatemala City, Guatemala",
1581.00,14293,"PUJ","DO",13303,"MIA","Miami, FL",
1582.00,14012,"PAP","HT",10721,"BOS","Boston, MA",
1582.00,14107,"PHX","US",12164,"HMO","Hermosillo, Mexico",
1582.00,13370,"MLM","MX",11298,"DFW","Dallas/Fort Worth, TX",
1582.00,13930,"ORD","US",14832,"SJD","San Jose del Cabo, Mexico",
1583.00,12892,"LAX","US",16293,"ZCL","Zacatecas, Mexico",
1583.00,12953,"LGA","US",16217,"YUL","Montreal, Canada",
1583.00,12073,"HAV","CU",10397,"ATL","Atlanta, GA",
1583.00,14771,"SFO","US",15127,"TAO","Qingdao, China",
1585.00,11032,"CUN","MX",11298,"DFW","Dallas/Fort Worth, TX",
1585.00,11292,"DEN","US",14286,"PTY","Panama City, Panama",
1585.00,12339,"IND","US",16271,"YYZ","Toronto, Canada",
1585.00,16217,"YUL","CA",11618,"EWR","Newark, NJ",
1585.00,14771,"SFO","US",14228,"PPT","Papeete, French Polynesia",
1585.00,11030,"CKG","CN",12478,"JFK","New York, NY",
1585.00,11290,"DEL","IN",11618,"EWR","Newark, NJ",
1586.00,12264,"IAD","US",12026,"GVA","Geneva, Switzerland",
1586.00,13744,"NRT","JP",12889,"LAS","Las Vegas, NV",
1586.00,13204,"MCO","US",13605,"NAS","Nassau, The Bahamas",
1587.00,11433,"DTW","US",10287,"AMM","Amman, Jordan",
1587.00,14286,"PTY","PA",12266,"IAH","Houston, TX",
1587.00,14955,"SPN","US",12143,"HKG","Hong Kong, Hong Kong",
1587.00,16477,"QRO","MX",10397,"ATL","Atlanta, GA",
1588.00,14869,"SLC","US",16257,"YYC","Calgary, Canada",
1588.00,14747,"SEA","US",16257,"YYC","Calgary, Canada",
1589.00,10717,"BON","BQ",13303,"MIA","Miami, FL",
1589.00,12892,"LAX","US",14228,"PPT","Papeete, French Polynesia",
1589.00,16321,"ZRH","CH",15304,"TPA","Tampa, FL",
1589.00,16217,"YUL","CA",13303,"MIA","Miami, FL",
1589.00,16085,"YHZ","CA",13204,"MCO","Orlando, FL",
1590.00,13514,"MTY","MX",12478,"JFK","New York, NY",
1590.00,11042,"CLE","US",14293,"PUJ","Punta Cana, Dominican Republic",
1590.00,13303,"MIA","US",13952,"OSL","Oslo, Norway",
1590.00,11618,"EWR","US",16085,"YHZ","Halifax, Canada",
1590.00,10466,"AZA","US",16042,"YEG","Edmonton, Canada",
1591.00,13303,"MIA","US",14496,"REC","Recife, Brazil",
1591.00,12892,"LAX","US",14677,"SAL","San Salvador, El Salvador",
1591.00,11868,"GCM","KY",12266,"IAH","Houston, TX",
1592.00,13204,"MCO","US",14210,"POS","Port of Spain, Trinidad and Tobago",
1592.00,10397,"ATL","US",11164,"CTG","Cartagena, Colombia",
1593.00,14893,"SMF","US",16229,"YVR","Vancouver, Canada",
1593.00,15127,"TAO","CN",14771,"SFO","San Francisco, CA",
1593.00,16217,"YUL","CA",12953,"LGA","New York, NY",
1594.00,12972,"LHR","GB",10994,"CHS","Charleston, SC",
1594.00,14496,"REC","BR",13303,"MIA","Miami, FL",
1594.00,13514,"MTY","MX",13303,"MIA","Miami, FL",
1595.00,11298,"DFW","US",13370,"MLM","Morelia, Mexico",
1595.00,13303,"MIA","US",14012,"PAP","Port-au-Prince, Haiti",
1596.00,12892,"LAX","US",13156,"MAD","Madrid, Spain",
1596.00,14100,"PHL","US",16217,"YUL","Montreal, Canada",
1596.00,13952,"OSL","NO",13303,"MIA","Miami, FL",
1596.00,14065,"PEI","CO",13303,"MIA","Miami, FL",
1596.00,12010,"GUA","GT",12892,"LAX","Los Angeles, CA",
1597.00,12478,"JFK","US",11185,"CUR","Willemstad, Curacao",
1598.00,12478,"JFK","US",12010,"GUA","Guatemala City, Guatemala",
1598.00,13692,"NKG","CN",12892,"LAX","Los Angeles, CA",
1599.00,14832,"SJD","MX",13930,"ORD","Chicago, IL",
1599.00,12266,"IAH","US",12073,"HAV","Havana, Cuba",
1599.00,11760,"FRA","DE",14122,"PIT","Pittsburgh, PA",
1599.00,11301,"DGO","MX",12892,"LAX","Los Angeles, CA",
1600.00,16271,"YYZ","CA",13303,"MIA","Miami, FL",
1601.00,12478,"JFK","US",10482,"GYD","Baku, Azerbaijan",
1601.00,13204,"MCO","US",10568,"BFS","Belfast, United Kingdom",
1601.00,11292,"DEN","US",14832,"SJD","San Jose del Cabo, Mexico",
1601.00,12010,"GUA","GT",13930,"ORD","Chicago, IL",
1601.00,11888,"GEO","GY",13303,"MIA","Miami, FL",
1601.00,12892,"LAX","US",14228,"PPT","Papeete, French Polynesia",
1602.00,14210,"POS","TT",13204,"MCO","Orlando, FL",
1602.00,13095,"LTO","MX",12892,"LAX","Los Angeles, CA",
1602.00,10711,"BOG","CO",13930,"ORD","Chicago, IL",
1602.00,11618,"EWR","US",16229,"YVR","Vancouver, Canada",
1603.00,11760,"FRA","DE",14057,"PDX","Portland, OR",
1603.00,14100,"PHL","US",16217,"YUL","Montreal, Canada",
1604.00,16042,"YEG","CA",14107,"PHX","Phoenix, AZ",
1604.00,13303,"MIA","US",14496,"REC","Recife, Brazil",
1604.00,10920,"CDG","FR",12892,"LAX","Los Angeles, CA",
1605.00,11697,"FLL","US",13289,"MHH","Marsh Harbour, The Bahamas",
1606.00,11697,"FLL","US",12966,"LGW","London, United Kingdom",
1606.00,10911,"CCS","VE",13303,"MIA","Miami, FL",
1606.00,10721,"BOS","US",10521,"BDA","Hamilton, Bermuda",
1607.00,14066,"PEK","CN",12173,"HNL","Honolulu, HI",
1607.00,15304,"TPA","US",12651,"KEF","Keflavik/Reykjavik, Iceland",
1607.00,10397,"ATL","US",11907,"GGT","Moss Town, The Bahamas",
1607.00,14066,"PEK","CN",12173,"HNL","Honolulu, HI",
1608.00,14286,"PTY","PA",13495,"MSY","New Orleans, LA",
1608.00,12010,"GUA","GT",13303,"MIA","Miami, FL",
1608.00,13303,"MIA","US",11874,"GDL","Guadalajara, Mexico",
1608.00,10312,"ANU","AG",12478,"JFK","New York, NY",
1608.00,14771,"SFO","US",16229,"YVR","Vancouver, Canada",
1609.00,15016,"STL","US",14293,"PUJ","Punta Cana, Dominican Republic",
1609.00,14677,"SAL","SV",12478,"JFK","New York, NY",
1609.00,16217,"YUL","CA",11298,"DFW","Dallas/Fort Worth, TX",
1609.00,12143,"HKG","HK",12016,"GUM","Guam, TT",
1610.00,13180,"MBJ","JM",12339,"IND","Indianapolis, IN",
1610.00,14955,"SPN","US",12143,"HKG","Hong Kong, Hong Kong",
1610.00,13204,"MCO","US",16149,"YOW","Ottawa, Canada",
1610.00,10790,"BUD","HU",13930,"ORD","Chicago, IL",
1611.00,10721,"BOS","US",16149,"YOW","Ottawa, Canada",
1611.00,12266,"IAH","US",12010,"GUA","Guatemala City, Guatemala",
1611.00,13303,"MIA","US",16271,"YYZ","Toronto, Canada",
1611.00,13514,"MTY","MX",14683,"SAT","San Antonio, TX",
1612.00,14869,"SLC","US",14312,"PVR","Puerto Vallarta, Mexico",
1612.00,13252,"MEX","MX",10423,"AUS","Austin, TX",
1612.00,14012,"PAP","HT",13204,"MCO","Orlando, FL",
1613.00,10721,"BOS","US",10920,"CDG","Paris, France",
1614.00,14293,"PUJ","DO",10721,"BOS","Boston, MA",
1615.00,13204,"MCO","US",10920,"CDG","Paris, France",
1615.00,14681,"SAP","HN",12266,"IAH","Houston, TX",
1615.00,11488,"EDI","GB",15070,"SWF","Newburgh/Poughkeepsie, NY",
1615.00,16085,"YHZ","CA",11618,"EWR","Newark, NJ",
1616.00,16271,"YYZ","CA",13204,"MCO","Orlando, FL",
1616.00,11032,"CUN","MX",12266,"IAH","Houston, TX",
1616.00,16217,"YUL","CA",14027,"PBI","West Palm Beach/Palm Beach, FL",
1616.00,11907,"GGT","BS",10397,"ATL","Atlanta, GA",
1616.00,16042,"YEG","CA",14747,"SEA","Seattle, WA",
1617.00,11292,"DEN","US",13252,"MEX","Mexico City, Mexico",
1619.00,12892,"LAX","US",14677,"SAL","San Salvador, El Salvador",
1620.00,13243,"MEL","AU",12478,"JFK","New York, NY",
1620.00,12478,"JFK","US",11030,"CKG","Chongqing, China",
1621.00,13487,"MSP","US",16257,"YYC","Calgary, Canada",
1621.00,16149,"YOW","CA",10721,"BOS","Boston, MA",
1622.00,12892,"LAX","US",12115,"HGH","Hangzhou, China",
1622.00,13930,"ORD","US",16217,"YUL","Montreal, Canada",
1622.00,16232,"YWG","CA",13930,"ORD","Chicago, IL",
1622.00,13514,"MTY","MX",12892,"LAX","Los Angeles, CA",
1622.00,11298,"DFW","US",16271,"YYZ","Toronto, Canada",
1622.00,11697,"FLL","US",14924,"SNU","Santa Clara, Cuba",
1622.00,14312,"PVR","MX",12892,"LAX","Los Angeles, CA",
1623.00,16271,"YYZ","CA",12339,"IND","Indianapolis, IN",
1623.00,13303,"MIA","US",10878,"CAP","Cap-Haitien, Haiti",
1623.00,14570,"RNO","US",11874,"GDL","Guadalajara, Mexico",
1624.00,14677,"SAL","SV",10721,"BOS","Boston, MA",
1624.00,12953,"LGA","US",11032,"CUN","Cancun, Mexico",
1624.00,13518,"MUC","DE",14100,"PHL","Philadelphia, PA",
1624.00,11534,"ELH","BS",10397,"ATL","Atlanta, GA",
1624.00,11172,"CTU","CN",12478,"JFK","New York, NY",
1624.00,16257,"YYC","CA",13487,"MSP","Minneapolis, MN",
1624.00,13370,"MLM","MX",11638,"FAT","Fresno, CA",
1624.00,13370,"MLM","MX",11298,"DFW","Dallas/Fort Worth, TX",
1625.00,14228,"PPT","PF",12892,"LAX","Los Angeles, CA",
1625.00,13204,"MCO","US",11730,"FOR","Fortaleza, Brazil",
1625.00,12164,"HMO","MX",14107,"PHX","Phoenix, AZ",
1626.00,13930,"ORD","US",11868,"GCM","Grand Cayman, Cayman Islands",
1626.00,12016,"GUM","US",14583,"ROR","Koror, Palau",
1626.00,11032,"CUN","MX",14771,"SFO","San Francisco, CA",
1626.00,14677,"SAL","SV",13204,"MCO","Orlando, FL",
1626.00,13796,"OAK","US",10517,"BCN","Barcelona, Spain",
1627.00,16163,"YQB","CA",13303,"MIA","Miami, FL",
1627.00,14677,"SAL","SV",12266,"IAH","Houston, TX",
1627.00,12266,"IAH","US",12073,"HAV","Havana, Cuba",
1628.00,12990,"LIR","CR",13487,"MSP","Minneapolis, MN",
1628.00,12478,"JFK","US",10312,"ANU","St. Johns, Antigua and Barbuda",
1628.00,13303,"MIA","US",10717,"BON","Bonaire, Bonaire, Sint Eustatius, and Saba",
1629.00,16232,"YWG","CA",13487,"MSP","Minneapolis, MN",
1629.00,10397,"ATL","US",11907,"GGT","Moss Town, The Bahamas",
1629.00,10920,"CDG","FR",13930,"ORD","Chicago, IL",
1630.00,12478,"JFK","US",13252,"MEX","Mexico City, Mexico",
1630.00,11433,"DTW","US",13514,"MTY","Monterrey, Mexico",
1630.00,16217,"YUL","CA",11298,"DFW","Dallas/Fort Worth, TX",
1630.00,13495,"MSY","US",14286,"PTY","Panama City, Panama",
1632.00,14771,"SFO","US",11172,"CTU","Chengdu, China",
1632.00,12010,"GUA","GT",13204,"MCO","Orlando, FL",
1633.00,14681,"SAP","HN",11298,"DFW","Dallas/Fort Worth, TX",
1633.00,12026,"GVA","CH",12264,"IAD","Washington, DC",
1633.00,16217,"YUL","CA",13930,"ORD","Chicago, IL",
1633.00,13930,"ORD","US",11874,"GDL","Guadalajara, Mexico",
1633.00,15304,"TPA","US",11868,"GCM","Grand Cayman, Cayman Islands",
1633.00,16782,"DSS","SN",12478,"JFK","New York, NY",
1634.00,16149,"YOW","CA",10721,"BOS","Boston, MA",
1634.00,12478,"JFK","US",13243,"MEL","Melbourne, Australia",
1635.00,11618,"EWR","US",16217,"YUL","Montreal, Canada",
1636.00,13180,"MBJ","JM",13204,"MCO","Orlando, FL",
1637.00,13303,"MIA","US",13514,"MTY","Monterrey, Mexico",
1637.00,14771,"SFO","US",15127,"TAO","Qingdao, China",
1638.00,12990,"LIR","CR",13303,"MIA","Miami, FL",
1639.00,11534,"ELH","BS",13303,"MIA","Miami, FL",
1639.00,11697,"FLL","US",11868,"GCM","Grand Cayman, Cayman Islands",
1639.00,10717,"BON","BQ",10397,"ATL","Atlanta, GA",
1639.00,14312,"PVR","MX",14869,"SLC","Salt Lake City, UT",
1640.00,13487,"MSP","US",11032,"CUN","Cancun, Mexico",
1640.00,13204,"MCO","US",14677,"SAL","San Salvador, El Salvador",
1640.00,12266,"IAH","US",14312,"PVR","Puerto Vallarta, Mexico",
1641.00,13232,"MDW","US",16293,"ZCL","Zacatecas, Mexico",
1641.00,10292,"AMS","NL",14761,"SFB","Sanford, FL",
1641.00,11298,"DFW","US",13370,"MLM","Morelia, Mexico",
1641.00,16271,"YYZ","CA",14635,"RSW","Fort Myers, FL",
1641.00,12266,"IAH","US",13605,"NAS","Nassau, The Bahamas",
1642.00,14312,"PVR","MX",14679,"SAN","San Diego, CA",
1642.00,11618,"EWR","US",10312,"ANU","St. Johns, Antigua and Barbuda",
1642.00,13204,"MCO","US",16271,"YYZ","Toronto, Canada",
1642.00,11292,"DEN","US",16257,"YYC","Calgary, Canada",
1642.00,11292,"DEN","US",16217,"YUL","Montreal, Canada",
1643.00,13169,"MAR","VE",13303,"MIA","Miami, FL",
1643.00,13930,"ORD","US",16271,"YYZ","Toronto, Canada",
1644.00,12478,"JFK","US",11988,"GRU","Sao Paulo, Brazil",
1644.00,13514,"MTY","MX",11433,"DTW","Detroit, MI",
1644.00,10397,"ATL","US",11907,"GGT","Moss Town, The Bahamas",
1644.00,12478,"JFK","US",13243,"MEL","Melbourne, Australia",
1644.00,11433,"DTW","US",14832,"SJD","San Jose del Cabo, Mexico",
1644.00,12115,"HGH","CN",12892,"LAX","Los Angeles, CA",
1644.00,14153,"PLS","TC",13930,"ORD","Chicago, IL",
1645.00,14832,"SJD","MX",11292,"DEN","Denver, CO",
1646.00,13930,"ORD","US",10790,"BUD","Budapest, Hungary",
1646.00,14027,"PBI","US",16271,"YYZ","Toronto, Canada",
1646.00,12266,"IAH","US",13165,"MAN","Manchester, United Kingdom",
1647.00,13252,"MEX","MX",10423,"AUS","Austin, TX",
1647.00,13303,"MIA","US",13514,"MTY","Monterrey, Mexico",
1647.00,11164,"CTG","CO",10397,"ATL","Atlanta, GA",
1647.00,14683,"SAT","US",13514,"MTY","Monterrey, Mexico",
1647.00,11618,"EWR","US",10312,"ANU","St. Johns, Antigua and Barbuda",
1647.00,11298,"DFW","US",15317,"TRC","Torreon, Mexico",
1647.00,14066,"PEK","CN",12889,"LAS","Las Vegas, NV",
1647.00,16257,"YYC","CA",13930,"ORD","Chicago, IL",
1648.00,10721,"BOS","US",16149,"YOW","Ottawa, Canada",
1648.00,14312,"PVR","MX",14747,"SEA","Seattle, WA",
1648.00,13487,"MSP","US",16217,"YUL","Montreal, Canada",
1650.00,11618,"EWR","US",14832,"SJD","San Jose del Cabo, Mexico",
1651.00,11292,"DEN","US",11874,"GDL","Guadalajara, Mexico",
1651.00,12266,"IAH","US",16271,"YYZ","Toronto, Canada",
1651.00,11618,"EWR","US",13900,"OPO","Porto, Portugal",
1651.00,11697,"FLL","US",16217,"YUL","Montreal, Canada",
1651.00,14679,"SAN","US",14312,"PVR","Puerto Vallarta, Mexico",
1651.00,13303,"MIA","US",13514,"MTY","Monterrey, Mexico",
1652.00,14838,"SJO","CR",13930,"ORD","Chicago, IL",
1653.00,13204,"MCO","US",14210,"POS","Port of Spain, Trinidad and Tobago",
1653.00,13303,"MIA","US",11888,"GEO","Georgetown, Guyana",
1653.00,14677,"SAL","SV",12266,"IAH","Houston, TX",
1653.00,14107,"PHX","US",13594,"MZT","Mazatlan, Mexico",
1653.00,16293,"ZCL","MX",13232,"MDW","Chicago, IL",
1654.00,10920,"CDG","FR",12892,"LAX","Los Angeles, CA",
1654.00,13204,"MCO","US",14293,"PUJ","Punta Cana, Dominican Republic",
1654.00,14771,"SFO","US",16229,"YVR","Vancouver, Canada",
1654.00,16271,"YYZ","CA",12266,"IAH","Houston, TX",
1654.00,11907,"GGT","BS",10397,"ATL","Atlanta, GA",
1654.00,13306,"MID","MX",12266,"IAH","Houston, TX",
1655.00,14293,"PUJ","DO",15016,"STL","St. Louis, MO",
1655.00,14496,"REC","BR",13303,"MIA","Miami, FL",
1655.00,11534,"ELH","BS",13303,"MIA","Miami, FL",
1656.00,14293,"PUJ","DO",13303,"MIA","Miami, FL",
1656.00,16321,"ZRH","CH",12889,"LAS","Las Vegas, NV",
1656.00,10397,"ATL","US",13289,"MHH","Marsh Harbour, The Bahamas",
1656.00,16271,"YYZ","CA",12266,"IAH","Houston, TX",
1656.00,12892,"LAX","US",11030,"CKG","Chongqing, China",
1657.00,16293,"ZCL","MX",13232,"MDW","Chicago, IL",
1657.00,10397,"ATL","US",11874,"GDL","Guadalajara, Mexico",
1657.00,11118,"CPH","DK",12478,"JFK","New York, NY",
1658.00,13930,"ORD","US",16229,"YVR","Vancouver, Canada",
1659.00,11244,"CZM","MX",12266,"IAH","Houston, TX",
1659.00,13560,"MXP","IT",14771,"SFO","San Francisco, CA",
1659.00,12892,"LAX","US",14312,"PVR","Puerto Vallarta, Mexico",
1659.00,12892,"LAX","US",14312,"PVR","Puerto Vallarta, Mexico",
1659.00,12892,"LAX","US",13514,"MTY","Monterrey, Mexico",
1660.00,15304,"TPA","US",16321,"ZRH","Zurich, Switzerland",
1661.00,11172,"CTU","CN",12478,"JFK","New York, NY",
1661.00,11244,"CZM","MX",13487,"MSP","Minneapolis, MN",
1661.00,15304,"TPA","US",10292,"AMS","Amsterdam, Netherlands",
1661.00,10397,"ATL","US",11534,"ELH","North Eleuthera, The Bahamas",
1662.00,14100,"PHL","US",16217,"YUL","Montreal, Canada",
1662.00,11618,"EWR","US",16085,"YHZ","Halifax, Canada",
1662.00,12693,"KIN","JM",11697,"FLL","Fort Lauderdale, FL",
1663.00,16271,"YYZ","CA",13930,"ORD","Chicago, IL",
1663.00,13930,"ORD","US",11868,"GCM","Grand Cayman, Cayman Islands",
1663.00,16271,"YYZ","CA",11193,"CVG","Cincinnati, OH",
1663.00,13930,"ORD","US",10411,"AUA","Aruba, Aruba",
1663.00,12478,"JFK","US",11030,"CKG","Chongqing, China",
1663.00,11638,"FAT","US",13370,"MLM","Morelia, Mexico",
1664.00,11032,"CUN","MX",14122,"PIT","Pittsburgh, PA",
1664.00,13744,"NRT","JP",13930,"ORD","Chicago, IL",
